# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  177       5.261183621827e+03       8.598149705676e-01       0.000000000000e+00      -3.925443150686e+01       6.973031262670e-08       2.094329489679e-04      -1.120477411435e-06 
  178       5.286468924734e+03       8.484354160601e-01       0.000000000000e+00      -3.858648793460e+01       6.936510970838e-08       2.079124336458e-04      -1.100702717740e-06 
  179       5.311297698569e+03       8.371176838789e-01       0.000000000000e+00      -3.789072964241e+01       6.900102562428e-08       2.063985311771e-04      -1.080681971378e-06 
  180       5.335660124281e+03       8.258916615108e-01       0.000000000000e+00      -3.716724073907e+01       6.863712217858e-08       2.048875629605e-04      -1.060368373154e-06 
  181       5.359548870619e+03       8.147839164711e-01       0.000000000000e+00      -3.641608744992e+01       6.827367609097e-08       2.033798150309e-04      -1.039760588491e-06 
  182       5.382957255618e+03       8.038207211888e-01       0.000000000000e+00      -3.563734433376e+01       6.791125615370e-08       2.018765594963e-04      -1.018869151980e-06 
  183       5.405878615191e+03       7.930290972740e-01       0.000000000000e+00      -3.483110346190e+01       6.755039397790e-08       2.003790130473e-04      -9.977047416208e-07 
  184       5.428306303502e+03       7.824368231469e-01       0.000000000000e+00      -3.399747467998e+01       6.719158044080e-08       1.988883333662e-04      -9.762781712072e-07 
  185       5.450233693337e+03       7.720724416665e-01       0.000000000000e+00      -3.313658586977e+01       6.683526202698e-08       1.974056154821e-04      -9.546003825398e-07 
  186       5.471654176481e+03       7.619652677595e-01       0.000000000000e+00      -3.224858321096e+01       6.648183706222e-08       1.959318880731e-04      -9.326824374738e-07 
  187       5.492561164091e+03       7.521453960494e-01       0.000000000000e+00      -3.133363144294e+01       6.613165183891e-08       1.944681097145e-04      -9.105355097954e-07 
  188       5.512948087067e+03       7.426437084852e-01       0.000000000000e+00      -3.039191412660e+01       6.578499663170e-08       1.930151650739e-04      -8.881708769295e-07 
  189       5.532808396428e+03       7.334918819702e-01       0.000000000000e+00      -2.942363390609e+01       6.544210160223e-08       1.915738610525e-04      -8.655999114771e-07 
  190       5.552135563685e+03       7.247223959912e-01       0.000000000000e+00      -2.842901277065e+01       6.510313259184e-08       1.901449228734e-04      -8.428340725845e-07 
  191       5.570923081216e+03       7.163685402470e-01       0.000000000000e+00      -2.740829231639e+01       6.476818680085e-08       1.887289901159e-04      -8.198848971428e-07 
  192       5.589164462636e+03       7.084644222775e-01       0.000000000000e+00      -2.636173400807e+01       6.443728835345e-08       1.873266126967e-04      -7.967639908170e-07 
  193       5.606853243173e+03       7.010449750925e-01       0.000000000000e+00      -2.528961944087e+01       6.411038374680e-08       1.859382467974e-04      -7.734830189075e-07 
  194       5.623982980044e+03       6.941459648009e-01       0.000000000000e+00      -2.419225060224e+01       6.378733718332e-08       1.845642507387e-04      -7.500536970411e-07 
  195       5.640547252823e+03       6.878039982389e-01       0.000000000000e+00      -2.306995013362e+01       6.346792578477e-08       1.832048808011e-04      -7.264877816927e-07 
  196       5.656539663818e+03       6.820565305995e-01       0.000000000000e+00      -2.192306159229e+01       6.315183468712e-08       1.818602869919e-04      -7.027970605380e-07 
  197       5.671953838446e+03       6.769418730612e-01       0.000000000000e+00      -2.075194971311e+01       6.283865201489e-08       1.805305087593e-04      -6.789933426368e-07 
  198       5.686783425603e+03       6.724992004167e-01       0.000000000000e+00      -1.955700067036e+01       6.252786373379e-08       1.792154706520e-04      -6.550884484465e-07 
  199       5.701022098039e+03       6.687685587022e-01       0.000000000000e+00      -1.833862233948e+01       6.221884838049e-08       1.779149779268e-04      -6.310941996671e-07 
  200       5.714663552735e+03       6.657908728256e-01       0.000000000000e+00      -1.709724455889e+01       6.191087166825e-08       1.766287121010e-04      -6.070224089158e-07 
  201       5.727701950417e+03       6.636060049455e-01       0.000000000000e+00      -1.583329723685e+01       6.160330483100e-08       1.753563578963e-04      -5.828839302994e-07 
  202       5.740133268335e+03       6.622467591832e-01       0.000000000000e+00      -1.454714238491e+01       6.129632638569e-08       1.740980087484e-04      -5.586857195593e-07 
  203       5.751954044949e+03       6.617444628741e-01       0.000000000000e+00      -1.323913772872e+01       6.099030925180e-08       1.728537959310e-04      -5.344334395927e-07 
  204       5.763160951129e+03       6.621308791830e-01       0.000000000000e+00      -1.190965862168e+01       6.068560379045e-08       1.716237575043e-04      -5.101323522942e-07 
  205       5.773750791829e+03       6.634382089720e-01       0.000000000000e+00      -1.055909824124e+01       6.038253590052e-08       1.704078347894e-04      -4.857872988941e-07 
  206       5.783720507755e+03       6.656990926684e-01       0.000000000000e+00      -9.187867785174e+00       6.008140506381e-08       1.692058688011e-04      -4.614026800439e-07 
  207       5.793067177038e+03       6.689466121324e-01       0.000000000000e+00      -7.796396667959e+00       5.978248233893e-08       1.680175966385e-04      -4.369824356508e-07 
  208       5.801788016906e+03       6.732142925251e-01       0.000000000000e+00      -6.385132717030e+00       5.948600830343e-08       1.668426478337e-04      -4.125300244592e-07 
  209       5.809880385354e+03       6.785361041761e-01       0.000000000000e+00      -4.954542369111e+00       5.919219094339e-08       1.656805406590e-04      -3.880484033811e-07 
  210       5.817341782816e+03       6.849464644515e-01       0.000000000000e+00      -3.505110866527e+00       5.890120349031e-08       1.645306783918e-04      -3.635400065737e-07 
  211       5.824169853840e+03       6.924802396219e-01       0.000000000000e+00      -2.037342453510e+00       5.861318220449e-08       1.633923455375e-04      -3.390067242660e-07 
  212       5.830362388754e+03       7.011727467297e-01       0.000000000000e+00      -5.517605725123e-01       5.832822410461e-08       1.622647040110e-04      -3.144498813321e-07 
  213       5.835917325339e+03       7.110597554576e-01       0.000000000000e+00       9.510919394848e-01       5.804638464276e-08       1.611467892758e-04      -2.898702156140e-07 
  214       5.840832750503e+03       7.221774899958e-01       0.000000000000e+00       2.470652654658e+00       5.776767532470e-08       1.600375064417e-04      -2.652678559912e-07 
  215       5.845106901951e+03       7.345626309103e-01       0.000000000000e+00       4.006339358033e+00       5.749206127453e-08       1.589356263197e-04      -2.406423001988e-07 
  216       5.848738169857e+03       7.482523170107e-01       0.000000000000e+00       5.557549851174e+00       5.721945874351e-08       1.578397814364e-04      -2.159923923939e-07 
  217       5.851725098533e+03       7.632841472175e-01       0.000000000000e+00       7.123661755870e+00       5.694973256231e-08       1.567484620048e-04      -1.913163004692e-07 
  218       5.854066388105e+03       7.796961824309e-01       0.000000000000e+00       8.704032317829e+00       5.668269353637e-08       1.556600118548e-04      -1.666114931157e-07 
  219       5.855760896179e+03       7.975269473975e-01       0.000000000000e+00       1.029799821036e+01       5.641809578367e-08       1.545726243208e-04      -1.418747166324e-07 
  220       5.856807639518e+03       8.168154325790e-01       0.000000000000e+00       1.190487533808e+01       5.615563401456e-08       1.534843380875e-04      -1.171019714846e-07 
  221       5.857205795709e+03       8.376010960197e-01       0.000000000000e+00       1.352395864058e+01       5.589494075299e-08       1.523930329945e-04      -9.228848861001e-08 
  222       5.856954704840e+03       8.599238652144e-01       0.000000000000e+00       1.515452189611e+01       5.563558349874e-08       1.512964257976e-04      -6.742870547303e-08 
  223       5.856053871163e+03       8.838241389762e-01       0.000000000000e+00       1.679581752532e+01       5.537706183010e-08       1.501920658900e-04      -4.251624186677e-08 
  224       5.854503111509e+03       9.093400571846e-01       0.000000000000e+00       1.844711565648e+01       5.511895304977e-08       1.490779289321e-04      -1.754628314285e-08 
  225       5.852303007639e+03       9.364991111437e-01       0.000000000000e+00       2.010782451842e+01       5.486137630085e-08       1.479542705524e-04       7.476962911375e-09 
  226       5.849454486209e+03       9.653259973662e-01       0.000000000000e+00       2.177737740914e+01       5.460458195815e-08       1.468219423834e-04       3.254705384547e-08 
  227       5.845958676667e+03       9.958452965932e-01       0.000000000000e+00       2.345519402787e+01       5.434880727012e-08       1.456818098103e-04       5.765766430369e-08 
  228       5.841816913266e+03       1.028081469157e+00       0.000000000000e+00       2.514068037218e+01       5.409427535520e-08       1.445347518286e-04       8.280259397855e-08 
  229       5.837030737088e+03       1.062058850344e+00       0.000000000000e+00       2.683322863516e+01       5.384119417400e-08       1.433816608987e-04       1.079757756632e-07 
  230       5.831601898066e+03       1.097801645756e+00       0.000000000000e+00       2.853221710261e+01       5.358975547723e-08       1.422234427959e-04       1.331712834026e-07 
  231       5.825532357003e+03       1.135333926677e+00       0.000000000000e+00       3.023701005023e+01       5.334013372899e-08       1.410610164567e-04       1.583833407432e-07 
  232       5.818824287595e+03       1.174679625430e+00       0.000000000000e+00       3.194695764070e+01       5.309248500543e-08       1.398953138216e-04       1.836063290822e-07 
  233       5.811480078449e+03       1.215862530747e+00       0.000000000000e+00       3.366139582096e+01       5.284694586828e-08       1.387272796733e-04       2.088347961143e-07 
  234       5.803502335104e+03       1.258906283125e+00       0.000000000000e+00       3.537964621930e+01       5.260363221332e-08       1.375578714721e-04       2.340634643785e-07 
  235       5.794893882058e+03       1.303834370191e+00       0.000000000000e+00       3.710101604256e+01       5.236263809333e-08       1.363880591864e-04       2.592872399028e-07 
  236       5.785657764778e+03       1.350670122069e+00       0.000000000000e+00       3.882479797330e+01       5.212403451541e-08       1.352188251199e-04       2.845012209482e-07 
  237       5.775797251732e+03       1.399436706735e+00       0.000000000000e+00       4.055027006698e+01       5.188786821254e-08       1.340511637351e-04       3.097007068513e-07 
  238       5.765315836402e+03       1.450157125388e+00       0.000000000000e+00       4.227669564908e+01       5.165416038893e-08       1.328860814725e-04       3.348812069654e-07 
  239       5.754217239309e+03       1.502854207806e+00       0.000000000000e+00       4.400332321234e+01       5.142290543916e-08       1.317245965661e-04       3.600384497009e-07 
  240       5.742505410032e+03       1.557550607713e+00       0.000000000000e+00       4.572938631387e+01       5.119406964074e-08       1.305677388552e-04       3.851683916643e-07 
  241       5.730184529230e+03       1.614268798140e+00       0.000000000000e+00       4.745410347235e+01       5.096758982003e-08       1.294165495922e-04       4.102672268956e-07 
  242       5.717259010661e+03       1.673031066788e+00       0.000000000000e+00       4.917667806520e+01       5.074337199109e-08       1.282720812466e-04       4.353313962047e-07 
  243       5.703733503206e+03       1.733859511391e+00       0.000000000000e+00       5.089629822573e+01       5.052128996746e-08       1.271353973051e-04       4.603575966072e-07 
  244       5.689612892886e+03       1.796776035079e+00       0.000000000000e+00       5.261213674032e+01       5.030118394642e-08       1.260075720679e-04       4.853427908579e-07 
  245       5.674902304888e+03       1.861802341741e+00       0.000000000000e+00       5.432335094559e+01       5.008285906580e-08       1.248896904412e-04       5.102842170838e-07 
  246       5.659607105580e+03       1.928959931386e+00       0.000000000000e+00       5.602908262559e+01       4.986608393282e-08       1.237828477256e-04       5.351793985157e-07 
  247       5.643732904536e+03       1.998270095508e+00       0.000000000000e+00       5.772845790893e+01       4.965058912492e-08       1.226881494009e-04       5.600261533186e-07 
  248       5.627285556556e+03       2.069753912447e+00       0.000000000000e+00       5.942058716596e+01       4.943606566236e-08       1.216067109072e-04       5.848226045207e-07 
  249       5.610271163684e+03       2.143432242755e+00       0.000000000000e+00       6.110456490596e+01       4.922216345228e-08       1.205396574212e-04       6.095671900414e-07 
