# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1308       7.335348062516e+02       3.337409369306e+01       0.000000000000e+00      -4.382391711977e+01       3.803571428519e-09       1.784699982482e-06      -3.717298346446e-07 
 1309       7.338128838463e+02       3.331156138249e+01       0.000000000000e+00      -4.464482066129e+01       3.797800061137e-09       1.795051230994e-06      -3.711572140724e-07 
 1310       7.341560579557e+02       3.324468149165e+01       0.000000000000e+00      -4.545816464085e+01       3.792040807702e-09       1.805234378934e-06      -3.705491694347e-07 
 1311       7.345635867122e+02       3.317347805195e+01       0.000000000000e+00      -4.626357400006e+01       3.786293612846e-09       1.815249749581e-06      -3.699057558305e-07 
 1312       7.350347223386e+02       3.309797532857e+01       0.000000000000e+00      -4.706067158358e+01       3.780558417351e-09       1.825097677110e-06      -3.692270302426e-07 
 1313       7.355687111358e+02       3.301819782092e+01       0.000000000000e+00      -4.784907813525e+01       3.774835158122e-09       1.834778506652e-06      -3.685130515469e-07 
 1314       7.361647934709e+02       3.293417026315e+01       0.000000000000e+00      -4.862841229422e+01       3.769123768150e-09       1.844292594341e-06      -3.677638805208e-07 
 1315       7.368222037648e+02       3.284591762466e+01       0.000000000000e+00      -4.939829059108e+01       3.763424176485e-09       1.853640307370e-06      -3.669795798524e-07 
 1316       7.375401704804e+02       3.275346511061e+01       0.000000000000e+00      -5.015832744403e+01       3.757736308206e-09       1.862822024039e-06      -3.661602141492e-07 
 1317       7.383179161099e+02       3.265683816237e+01       0.000000000000e+00      -5.090813515499e+01       3.752060084383e-09       1.871838133811e-06      -3.653058499471e-07 
 1318       7.391546571632e+02       3.255606245807e+01       0.000000000000e+00      -5.164732390573e+01       3.746395422055e-09       1.880689037364e-06      -3.644165557194e-07 
 1319       7.400496041554e+02       3.245116391307e+01       0.000000000000e+00      -5.237550175402e+01       3.740742234189e-09       1.889375146643e-06      -3.634924018855e-07 
 1320       7.410019615947e+02       3.234216868048e+01       0.000000000000e+00      -5.309227462976e+01       3.735100429656e-09       1.897896884912e-06      -3.625334608202e-07 
 1321       7.420109279705e+02       3.222910315165e+01       0.000000000000e+00      -5.379724633114e+01       3.729469913193e-09       1.906254686810e-06      -3.615398068622e-07 
 1322       7.430756957409e+02       3.211199395664e+01       0.000000000000e+00      -5.449001852072e+01       3.723850585375e-09       1.914448998399e-06      -3.605115163236e-07 
 1323       7.441954513208e+02       3.199086796479e+01       0.000000000000e+00      -5.517019072163e+01       3.718242342584e-09       1.922480277221e-06      -3.594486674986e-07 
 1324       7.453693031632e+02       3.186575929784e+01       0.000000000000e+00      -5.583740619756e+01       3.712645099817e-09       1.930349646349e-06      -3.583513676580e-07 
 1325       7.465960651588e+02       3.173673045341e+01       0.000000000000e+00      -5.649149015503e+01       3.707058859747e-09       1.938060868297e-06      -3.572198345046e-07 
 1326       7.478744708202e+02       3.160385141579e+01       0.000000000000e+00      -5.713231305965e+01       3.701483645123e-09       1.945618403890e-06      -3.560543160842e-07 
 1327       7.492032449544e+02       3.146719266543e+01       0.000000000000e+00      -5.775974488999e+01       3.695919476042e-09       1.953026761411e-06      -3.548550639369e-07 
 1328       7.505811036456e+02       3.132682517990e+01       0.000000000000e+00      -5.837365513683e+01       3.690366369923e-09       1.960290496791e-06      -3.536223331112e-07 
 1329       7.520067542383e+02       3.118282043487e+01       0.000000000000e+00      -5.897391280244e+01       3.684824341486e-09       1.967414213793e-06      -3.523563821792e-07 
 1330       7.534788953202e+02       3.103525040510e+01       0.000000000000e+00      -5.956038639987e+01       3.679293402727e-09       1.974402564203e-06      -3.510574732510e-07 
 1331       7.549962167047e+02       3.088418756538e+01       0.000000000000e+00      -6.013294395220e+01       3.673773562898e-09       1.981260248021e-06      -3.497258719893e-07 
 1332       7.565573994147e+02       3.072970489156e+01       0.000000000000e+00      -6.069145299186e+01       3.668264828477e-09       1.987992013648e-06      -3.483618476244e-07 
 1333       7.581611156648e+02       3.057187586150e+01       0.000000000000e+00      -6.123578055984e+01       3.662767203151e-09       1.994602658074e-06      -3.469656729688e-07 
 1334       7.598060288443e+02       3.041077445605e+01       0.000000000000e+00      -6.176579320501e+01       3.657280687790e-09       2.001097027070e-06      -3.455376244320e-07 
 1335       7.614907935006e+02       3.024647516004e+01       0.000000000000e+00      -6.228135698339e+01       3.651805280421e-09       2.007480015379e-06      -3.440779820350e-07 
 1336       7.632140553216e+02       3.007905296324e+01       0.000000000000e+00      -6.278233745743e+01       3.646340976208e-09       2.013756566904e-06      -3.425870294256e-07 
 1337       7.649744511189e+02       2.990858336137e+01       0.000000000000e+00      -6.326859969524e+01       3.640887767425e-09       2.019931674900e-06      -3.410650538930e-07 
 1338       7.667706088109e+02       2.973514235705e+01       0.000000000000e+00      -6.374000826993e+01       3.635445643433e-09       2.026010382164e-06      -3.395123463825e-07 
 1339       7.686011474051e+02       2.955880646077e+01       0.000000000000e+00      -6.419642725884e+01       3.630014590658e-09       2.031997781228e-06      -3.379292015107e-07 
 1340       7.704646769818e+02       2.937965269193e+01       0.000000000000e+00      -6.463772024283e+01       3.624594592562e-09       2.037899014548e-06      -3.363159175800e-07 
 1341       7.723597986766e+02       2.919775857973e+01       0.000000000000e+00      -6.506375030556e+01       3.619185629625e-09       2.043719274699e-06      -3.346727965939e-07 
 1342       7.742851046633e+02       2.901320216423e+01       0.000000000000e+00      -6.547438003275e+01       3.613787679314e-09       2.049463804564e-06      -3.330001442718e-07 
 1343       7.762391781370e+02       2.882606199728e+01       0.000000000000e+00      -6.586947151147e+01       3.608400716064e-09       2.055137897528e-06      -3.312982700640e-07 
 1344       7.782205932971e+02       2.863641714351e+01       0.000000000000e+00      -6.624888632940e+01       3.603024711250e-09       2.060746897672e-06      -3.295674871666e-07 
 1345       7.802279153298e+02       2.844434718133e+01       0.000000000000e+00      -6.661248557412e+01       3.597659633166e-09       2.066296199961e-06      -3.278081125367e-07 
 1346       7.822597003917e+02       2.824993220386e+01       0.000000000000e+00      -6.696012983237e+01       3.592305446995e-09       2.071791250445e-06      -3.260204669071e-07 
 1347       7.843144955921e+02       2.805325281997e+01       0.000000000000e+00      -6.729167918935e+01       3.586962114789e-09       2.077237546444e-06      -3.242048748019e-07 
 1348       7.863908389763e+02       2.785439015522e+01       0.000000000000e+00      -6.760699322796e+01       3.581629595441e-09       2.082640636751e-06      -3.223616645510e-07 
 1349       7.884872595084e+02       2.765342585282e+01       0.000000000000e+00      -6.790593102810e+01       3.576307844664e-09       2.088006121818e-06      -3.204911683057e-07 
 1350       7.906022770542e+02       2.745044207469e+01       0.000000000000e+00      -6.818835116593e+01       3.570996814961e-09       2.093339653954e-06      -3.185937220535e-07 
 1351       7.927344023644e+02       2.724552150233e+01       0.000000000000e+00      -6.845411171316e+01       3.565696455602e-09       2.098646937521e-06      -3.166696656333e-07 
 1352       7.948821370571e+02       2.703874733790e+01       0.000000000000e+00      -6.870307023632e+01       3.560406712601e-09       2.103933729126e-06      -3.147193427510e-07 
 1353       7.970439736011e+02       2.683020330512e+01       0.000000000000e+00      -6.893508379604e+01       3.555127528687e-09       2.109205837819e-06      -3.127431009940e-07 
 1354       7.992183952984e+02       2.661997365030e+01       0.000000000000e+00      -6.915000894628e+01       3.549858843280e-09       2.114469125287e-06      -3.107412918469e-07 
 1355       8.014038762679e+02       2.640814314329e+01       0.000000000000e+00      -6.934770173368e+01       3.544600592468e-09       2.119729506051e-06      -3.087142707066e-07 
 1356       8.035988814273e+02       2.619479707848e+01       0.000000000000e+00      -6.952801769679e+01       3.539352708976e-09       2.124992947660e-06      -3.066623968978e-07 
 1357       8.058018664771e+02       2.598002127575e+01       0.000000000000e+00      -6.969081186534e+01       3.534115122146e-09       2.130265470891e-06      -3.045860336879e-07 
 1358       8.080112778825e+02       2.576390208150e+01       0.000000000000e+00      -6.983593875953e+01       3.528887757908e-09       2.135553149942e-06      -3.024855483026e-07 
 1359       8.102255528573e+02       2.554652636957e+01       0.000000000000e+00      -6.996325238930e+01       3.523670538755e-09       2.140862112632e-06      -3.003613119410e-07 
 1360       8.124431193460e+02       2.532798154225e+01       0.000000000000e+00      -7.007260625361e+01       3.518463383717e-09       2.146198540597e-06      -2.982136997915e-07 
 1361       8.146623960073e+02       2.510835553126e+01       0.000000000000e+00      -7.016385333973e+01       3.513266208335e-09       2.151568669487e-06      -2.960430910463e-07 
 1362       8.168817921968e+02       2.488773679871e+01       0.000000000000e+00      -7.023684612245e+01       3.508078924633e-09       2.156978789167e-06      -2.938498689178e-07 
 1363       8.190997897277e+02       2.466621203359e+01       0.000000000000e+00      -7.029148111716e+01       3.502901460418e-09       2.162432407318e-06      -2.916343983174e-07 
 1364       8.213151891471e+02       2.444385921216e+01       0.000000000000e+00      -7.032783306316e+01       3.497733817662e-09       2.167921689900e-06      -2.893969584701e-07 
 1365       8.235268660680e+02       2.422075446503e+01       0.000000000000e+00      -7.034602217844e+01       3.492576015316e-09       2.173435883436e-06      -2.871378092472e-07 
 1366       8.257336896190e+02       2.399697437577e+01       0.000000000000e+00      -7.034616973870e+01       3.487428070082e-09       2.178964138788e-06      -2.848572134153e-07 
 1367       8.279345224334e+02       2.377259598173e+01       0.000000000000e+00      -7.032839807950e+01       3.482289996396e-09       2.184495510808e-06      -2.825554366473e-07 
 1368       8.301282206365e+02       2.354769677488e+01       0.000000000000e+00      -7.029283059841e+01       3.477161806407e-09       2.190018957986e-06      -2.802327475338e-07 
 1369       8.323136338344e+02       2.332235470263e+01       0.000000000000e+00      -7.023959175719e+01       3.472043509959e-09       2.195523342096e-06      -2.778894175941e-07 
 1370       8.344896051018e+02       2.309664816867e+01       0.000000000000e+00      -7.016880708389e+01       3.466935114571e-09       2.200997427841e-06      -2.755257212876e-07 
 1371       8.366549709706e+02       2.287065603378e+01       0.000000000000e+00      -7.008060317504e+01       3.461836625418e-09       2.206429882504e-06      -2.731419360251e-07 
 1372       8.388085614178e+02       2.264445761669e+01       0.000000000000e+00      -6.997510769778e+01       3.456748045312e-09       2.211809275593e-06      -2.707383421799e-07 
 1373       8.409491998540e+02       2.241813269489e+01       0.000000000000e+00      -6.985244939204e+01       3.451669374682e-09       2.217124078481e-06      -2.683152230992e-07 
 1374       8.430757031112e+02       2.219176150545e+01       0.000000000000e+00      -6.971275807266e+01       3.446600611554e-09       2.222362664059e-06      -2.658728651154e-07 
 1375       8.451868814315e+02       2.196542474589e+01       0.000000000000e+00      -6.955616463153e+01       3.441541751533e-09       2.227513306373e-06      -2.634115575573e-07 
 1376       8.472815384549e+02       2.173920357496e+01       0.000000000000e+00      -6.938280103979e+01       3.436492787783e-09       2.232564180275e-06      -2.609315927616e-07 
 1377       8.493584712077e+02       2.151317961351e+01       0.000000000000e+00      -6.919280034993e+01       3.431453711005e-09       2.237503361059e-06      -2.584332660843e-07 
 1378       8.514164700907e+02       2.128743494531e+01       0.000000000000e+00      -6.898629669799e+01       3.426424509420e-09       2.242318824110e-06      -2.559168759119e-07 
 1379       8.534543188673e+02       2.106205211786e+01       0.000000000000e+00      -6.876342530565e+01       3.421405168749e-09       2.246998444542e-06      -2.533827236727e-07 
 1380       8.554707946519e+02       2.083711414323e+01       0.000000000000e+00      -6.852432248243e+01       3.416395672192e-09       2.251529996841e-06      -2.508311138486e-07 
 1381       8.574646678981e+02       2.061270449892e+01       0.000000000000e+00      -6.826912562782e+01       3.411396000406e-09       2.255901154509e-06      -2.482623539861e-07 
 1382       8.594347023866e+02       2.038890712866e+01       0.000000000000e+00      -6.799797323346e+01       3.406406131490e-09       2.260099489701e-06      -2.456767547079e-07 
 1383       8.613796552138e+02       2.016580644322e+01       0.000000000000e+00      -6.771100488522e+01       3.401426040960e-09       2.264112472867e-06      -2.430746297246e-07 
 1384       8.632982767796e+02       1.994348732129e+01       0.000000000000e+00      -6.740836126543e+01       3.396455701733e-09       2.267927472392e-06      -2.404562958458e-07 
 1385       8.651893107762e+02       1.972203511028e+01       0.000000000000e+00      -6.709018415499e+01       3.391495084103e-09       2.271531754234e-06      -2.378220729917e-07 
 1386       8.670514941756e+02       1.950153562716e+01       0.000000000000e+00      -6.675661643553e+01       3.386544155723e-09       2.274912481563e-06      -2.351722842047e-07 
 1387       8.688835572185e+02       1.928207515928e+01       0.000000000000e+00      -6.640780209154e+01       3.381602881583e-09       2.278056714401e-06      -2.325072556608e-07 
 1388       8.706842234018e+02       1.906374046521e+01       0.000000000000e+00      -6.604388621256e+01       3.376671223992e-09       2.280951409258e-06      -2.298273166813e-07 
 1389       8.724522094676e+02       1.884661877556e+01       0.000000000000e+00      -6.566501499531e+01       3.371749142554e-09       2.283583418768e-06      -2.271327997441e-07 
 1390       8.741862253906e+02       1.863079779382e+01       0.000000000000e+00      -6.527133574582e+01       3.366836594151e-09       2.285939491329e-06      -2.244240404957e-07 
 1391       8.758849743669e+02       1.841636569719e+01       0.000000000000e+00      -6.486299688163e+01       3.361933532919e-09       2.288006270736e-06      -2.217013777622e-07 
 1392       8.775471528021e+02       1.820341113740e+01       0.000000000000e+00      -6.444014793388e+01       3.357039910230e-09       2.289770295819e-06      -2.189651535615e-07 
 1393       8.791714502992e+02       1.799202324157e+01       0.000000000000e+00      -6.400293954952e+01       3.352155674670e-09       2.291218000074e-06      -2.162157131144e-07 
 1394       8.807565496472e+02       1.778229161297e+01       0.000000000000e+00      -6.355152349341e+01       3.347280772018e-09       2.292335711305e-06      -2.134534048568e-07 
 1395       8.823011268090e+02       1.757430633195e+01       0.000000000000e+00      -6.308605265052e+01       3.342415145225e-09       2.293109651249e-06      -2.106785804506e-07 
 1396       8.838038509100e+02       1.736815795668e+01       0.000000000000e+00      -6.260668102802e+01       3.337558734392e-09       2.293525935217e-06      -2.078915947963e-07 
 1397       8.852633842257e+02       1.716393752403e+01       0.000000000000e+00      -6.211356375751e+01       3.332711476752e-09       2.293570571724e-06      -2.050928060439e-07 
 1398       8.866783821705e+02       1.696173655039e+01       0.000000000000e+00      -6.160685709707e+01       3.327873306647e-09       2.293229462119e-06      -2.022825756049e-07 
 1399       8.880474932858e+02       1.676164703250e+01       0.000000000000e+00      -6.108671843352e+01       3.323044155504e-09       2.292488400224e-06      -1.994612681643e-07 
 1400       8.893693592277e+02       1.656376144827e+01       0.000000000000e+00      -6.055330628449e+01       3.318223951819e-09       2.291333071957e-06      -1.966292516918e-07 
 1401       8.906426147559e+02       1.636817275763e+01       0.000000000000e+00      -6.000678030060e+01       3.313412621131e-09       2.289749054970e-06      -1.937868974539e-07 
 1402       8.918660564061e+02       1.617496507720e+01       0.000000000000e+00      -5.944731981300e+01       3.308610102375e-09       2.287726562353e-06      -1.909345671182e-07 
 1403       8.930391504565e+02       1.598418559638e+01       0.000000000000e+00      -5.887517968345e+01       3.303816397343e-09       2.285274755738e-06      -1.880725738217e-07 
 1404       8.941615302364e+02       1.579587236999e+01       0.000000000000e+00      -5.829063504103e+01       3.299031522209e-09       2.282407655258e-06      -1.852012205172e-07 
 1405       8.952328279209e+02       1.561006361809e+01       0.000000000000e+00      -5.769396279298e+01       3.294255491235e-09       2.279139416232e-06      -1.823208128350e-07 
 1406       8.962526745294e+02       1.542679772624e+01       0.000000000000e+00      -5.708544162791e+01       3.289488316758e-09       2.275484329666e-06      -1.794316590922e-07 
 1407       8.972206999240e+02       1.524611324574e+01       0.000000000000e+00      -5.646535201910e+01       3.284730009172e-09       2.271456822751e-06      -1.765340703026e-07 
 1408       8.981365328079e+02       1.506804889393e+01       0.000000000000e+00      -5.583397622780e+01       3.279980576910e-09       2.267071459364e-06      -1.736283601858e-07 
 1409       8.989998007243e+02       1.489264355443e+01       0.000000000000e+00      -5.519159830648e+01       3.275240026435e-09       2.262342940571e-06      -1.707148451771e-07 
 1410       8.998101300545e+02       1.471993627737e+01       0.000000000000e+00      -5.453850410214e+01       3.270508362215e-09       2.257286105127e-06      -1.677938444365e-07 
 1411       9.005671460168e+02       1.454996627971e+01       0.000000000000e+00      -5.387498125959e+01       3.265785586716e-09       2.251915929980e-06      -1.648656798587e-07 
 1412       9.012704726644e+02       1.438277294549e+01       0.000000000000e+00      -5.320131922472e+01       3.261071700379e-09       2.246247530773e-06      -1.619306760825e-07 
 1413       9.019197328845e+02       1.421839582602e+01       0.000000000000e+00      -5.251780924776e+01       3.256366701607e-09       2.240296162351e-06      -1.589891605004e-07 
 1414       9.025145483966e+02       1.405687464026e+01       0.000000000000e+00      -5.182474438663e+01       3.251670586750e-09       2.234077219262e-06      -1.560414632680e-07 
 1415       9.030545397508e+02       1.389824927496e+01       0.000000000000e+00      -5.112241951016e+01       3.246983350086e-09       2.227606236266e-06      -1.530879173138e-07 
 1416       9.035393263266e+02       1.374255978502e+01       0.000000000000e+00      -5.041113130138e+01       3.242304983805e-09       2.220898888840e-06      -1.501288583487e-07 
 1417       9.039685263312e+02       1.358984639369e+01       0.000000000000e+00      -4.969117826084e+01       3.237635477997e-09       2.213970993684e-06      -1.471646248756e-07 
 1418       9.043417567979e+02       1.344014949286e+01       0.000000000000e+00      -4.896286070985e+01       3.232974820628e-09       2.206838509231e-06      -1.441955581993e-07 
 1419       9.046586335852e+02       1.329350964329e+01       0.000000000000e+00      -4.822648079379e+01       3.228322997531e-09       2.199517536154e-06      -1.412220024356e-07 
 1420       9.049187713744e+02       1.314996757492e+01       0.000000000000e+00      -4.748234248535e+01       3.223679992386e-09       2.192024317877e-06      -1.382443045215e-07 
 1421       9.051217836687e+02       1.300956418709e+01       0.000000000000e+00      -4.673075158789e+01       3.219045786703e-09       2.184375241082e-06      -1.352628142246e-07 
 1422       9.052672827918e+02       1.287234054882e+01       0.000000000000e+00      -4.597201573863e+01       3.214420359807e-09       2.176586836223e-06      -1.322778841528e-07 
 1423       9.053548798860e+02       1.273833789907e+01       0.000000000000e+00      -4.520644441202e+01       3.209803688820e-09       2.168675778033e-06      -1.292898697641e-07 
 1424       9.053841849107e+02       1.260759764698e+01       0.000000000000e+00      -4.443434892293e+01       3.205195748645e-09       2.160658886043e-06      -1.262991293761e-07 
 1425       9.053548066412e+02       1.248016137217e+01       0.000000000000e+00      -4.365604243003e+01       3.200596511950e-09       2.152553125087e-06      -1.233060241762e-07 
 1426       9.052663526672e+02       1.235607082496e+01       0.000000000000e+00      -4.287183993898e+01       3.196005949150e-09       2.144375605822e-06      -1.203109182306e-07 
 1427       9.051184293911e+02       1.223536792668e+01       0.000000000000e+00      -4.208205830578e+01       3.191424028390e-09       2.136143585238e-06      -1.173141784947e-07 
 1428       9.049106420263e+02       1.211809476987e+01       0.000000000000e+00      -4.128701624002e+01       3.186850715529e-09       2.127874467176e-06      -1.143161748225e-07 
 1429       9.046425945963e+02       1.200429361860e+01       0.000000000000e+00      -4.048703430818e+01       3.182285974122e-09       2.119585802841e-06      -1.113172799768e-07 
 1430       9.043138899328e+02       1.189400690869e+01       0.000000000000e+00      -3.968243493688e+01       3.177729765405e-09       2.111295291323e-06      -1.083178696382e-07 
 1431       9.039241296741e+02       1.178727724798e+01       0.000000000000e+00      -3.887354241620e+01       3.173182048276e-09       2.103020780107e-06      -1.053183224159e-07 
 1432       9.034729142640e+02       1.168414741661e+01       0.000000000000e+00      -3.806068290294e+01       3.168642779276e-09       2.094780265598e-06      -1.023190198567e-07 
 1433       9.029598429498e+02       1.158466036727e+01       0.000000000000e+00      -3.724418442390e+01       3.164111912577e-09       2.086591893636e-06      -9.932034645531e-08 
 1434       9.023845137813e+02       1.148885922544e+01       0.000000000000e+00      -3.642437687918e+01       3.159589399961e-09       2.078473960015e-06      -9.632268966391e-08 
 1435       9.017465236090e+02       1.139678728970e+01       0.000000000000e+00      -3.560159204544e+01       3.155075190803e-09       2.070444911007e-06      -9.332643990223e-08 
 1436       9.010454680826e+02       1.130848803194e+01       0.000000000000e+00      -3.477616357921e+01       3.150569232054e-09       2.062523343876e-06      -9.033199056731e-08 
 1437       9.002809416496e+02       1.122400509764e+01       0.000000000000e+00      -3.394842702015e+01       3.146071468226e-09       2.054728007408e-06      -8.733973804339e-08 
 1438       8.994525375539e+02       1.114338230616e+01       0.000000000000e+00      -3.311871979432e+01       3.141581841368e-09       2.047077802425e-06      -8.435008171183e-08 
 1439       8.985598478340e+02       1.106666365094e+01       0.000000000000e+00      -3.228738121750e+01       3.137100291058e-09       2.039591782313e-06      -8.136342396100e-08 
 1440       8.976024633216e+02       1.099389329982e+01       0.000000000000e+00      -3.145475249844e+01       3.132626754375e-09       2.032289153546e-06      -7.838017019623e-08 
 1441       8.965801240054e+02       1.092510523669e+01       0.000000000000e+00      -3.062116211312e+01       3.128161179776e-09       2.025184081711e-06      -7.540070247991e-08 
 1442       8.954931717931e+02       1.086029207089e+01       0.000000000000e+00      -2.978688175847e+01       3.123703569048e-09       2.018270022002e-06      -7.242529999253e-08 
 1443       8.943421023413e+02       1.079943591180e+01       0.000000000000e+00      -2.895216995815e+01       3.119253936168e-09       2.011535151378e-06      -6.945421738133e-08 
 1444       8.931274151149e+02       1.074251869831e+01       0.000000000000e+00      -2.811728665344e+01       3.114812293478e-09       2.004967541087e-06      -6.648771102586e-08 
 1445       8.918496133939e+02       1.068952219854e+01       0.000000000000e+00      -2.728249320569e+01       3.110378651679e-09       1.998555156297e-06      -6.352603904346e-08 
 1446       8.905092042809e+02       1.064042800944e+01       0.000000000000e+00      -2.644805239875e+01       3.105953019812e-09       1.992285855715e-06      -6.056946129462e-08 
 1447       8.891066987081e+02       1.059521755650e+01       0.000000000000e+00      -2.561422844142e+01       3.101535405244e-09       1.986147391217e-06      -5.761823938844e-08 
 1448       8.876426114446e+02       1.055387209340e+01       0.000000000000e+00      -2.478128696988e+01       3.097125813661e-09       1.980127407466e-06      -5.467263668806e-08 
 1449       8.861174611034e+02       1.051637270166e+01       0.000000000000e+00      -2.394949505012e+01       3.092724249049e-09       1.974213441534e-06      -5.173291831607e-08 
 1450       8.845317701488e+02       1.048270029034e+01       0.000000000000e+00      -2.311912118040e+01       3.088330713682e-09       1.968392922532e-06      -4.879935115999e-08 
 1451       8.828860649037e+02       1.045283559566e+01       0.000000000000e+00      -2.229043529364e+01       3.083945208112e-09       1.962653171223e-06      -4.587220387771e-08 
 1452       8.811808755562e+02       1.042675918066e+01       0.000000000000e+00      -2.146370875993e+01       3.079567731150e-09       1.956981399648e-06      -4.295174690296e-08 
 1453       8.794167361674e+02       1.040445143493e+01       0.000000000000e+00      -2.063921438890e+01       3.075198279858e-09       1.951364710744e-06      -4.003825245073e-08 
 1454       8.775941846784e+02       1.038589257418e+01       0.000000000000e+00      -1.981722643218e+01       3.070836849532e-09       1.945790097967e-06      -3.713199452284e-08 
 1455       8.757137629173e+02       1.037106263999e+01       0.000000000000e+00      -1.899802058584e+01       3.066483433690e-09       1.940244444910e-06      -3.423324891330e-08 
 1456       8.737760166065e+02       1.035994149940e+01       0.000000000000e+00      -1.818187399286e+01       3.062138024058e-09       1.934714524923e-06      -3.134229321391e-08 
 1457       8.717814953701e+02       1.035250884463e+01       0.000000000000e+00      -1.736906524548e+01       3.057800610559e-09       1.929187000728e-06      -2.845940681968e-08 
 1458       8.697307527406e+02       1.034874419269e+01       0.000000000000e+00      -1.655987438775e+01       3.053471181292e-09       1.923648424042e-06      -2.558487093436e-08 
 1459       8.676243461665e+02       1.034862688509e+01       0.000000000000e+00      -1.575458291786e+01       3.049149722528e-09       1.918085235194e-06      -2.271896857596e-08 
 1460       8.654628370196e+02       1.035213608749e+01       0.000000000000e+00      -1.495347379065e+01       3.044836218690e-09       1.912483762736e-06      -1.986198458223e-08 
 1461       8.632467906016e+02       1.035925078935e+01       0.000000000000e+00      -1.415683142003e+01       3.040530652340e-09       1.906830223068e-06      -1.701420561624e-08 
 1462       8.609767761516e+02       1.036994980358e+01       0.000000000000e+00      -1.336494168140e+01       3.036233004167e-09       1.901110720047e-06      -1.417592017186e-08 
 1463       8.586533668536e+02       1.038421176626e+01       0.000000000000e+00      -1.257809191409e+01       3.031943252973e-09       1.895311244607e-06      -1.134741857929e-08 
 1464       8.562771398432e+02       1.040201513625e+01       0.000000000000e+00      -1.179657092383e+01       3.027661375656e-09       1.889417674371e-06      -8.528993010678e-09 
 1465       8.538486762150e+02       1.042333819485e+01       0.000000000000e+00      -1.102066898513e+01       3.023387347199e-09       1.883415773266e-06      -5.720937485585e-09 
 1466       8.513685610298e+02       1.044815904550e+01       0.000000000000e+00      -1.025067784377e+01       3.019121140659e-09       1.877291191139e-06      -2.923547876596e-09 
 1467       8.488373833215e+02       1.047645561344e+01       0.000000000000e+00      -9.486890719225e+00       3.014862727144e-09       1.871029463367e-06      -1.371219148657e-10 
 1468       8.462557361050e+02       1.050820564533e+01       0.000000000000e+00      -8.729602307075e+00       3.010612075807e-09       1.864616010472e-06       2.638040804303e-09 
 1469       8.436242163825e+02       1.054338670894e+01       0.000000000000e+00      -7.979108781469e+00       3.006369153830e-09       1.858036137732e-06       5.401638815880e-09 
 1470       8.409434251512e+02       1.058197619285e+01       0.000000000000e+00      -7.235707797557e+00       3.002133926408e-09       1.851275034794e-06       8.153368779526e-09 
 1471       8.382139674105e+02       1.062395130603e+01       0.000000000000e+00      -6.499698493922e+00       2.997906356735e-09       1.844317775284e-06       1.089292547399e-08 
 1472       8.354364521689e+02       1.066928907759e+01       0.000000000000e+00      -5.771381495021e+00       2.993686405992e-09       1.837149316419e-06       1.362000179153e-08 
 1473       8.326114924514e+02       1.071796635637e+01       0.000000000000e+00      -5.051058913620e+00       2.989474033331e-09       1.829754498616e-06       1.633428873226e-08 
 1474       8.297397053066e+02       1.076995981066e+01       0.000000000000e+00      -4.339034353235e+00       2.985269195859e-09       1.822118045100e-06       1.903547539859e-08 
 1475       8.268217118141e+02       1.082524592782e+01       0.000000000000e+00      -3.635612910564e+00       2.981071848629e-09       1.814224561519e-06       2.172324898957e-08 
 1476       8.238581370912e+02       1.088380101398e+01       0.000000000000e+00      -2.941101177928e+00       2.976881944618e-09       1.806058535546e-06       2.439729479529e-08 
 1477       8.208496103005e+02       1.094560119367e+01       0.000000000000e+00      -2.255807245708e+00       2.972699434721e-09       1.797604336490e-06       2.705729619118e-08 
 1478       8.177967646572e+02       1.101062240950e+01       0.000000000000e+00      -1.580040704781e+00       2.968524267729e-09       1.788846214903e-06       2.970293463247e-08 
 1479       8.147002374356e+02       1.107884042183e+01       0.000000000000e+00      -9.141126489574e-01       2.964356390319e-09       1.779768302188e-06       3.233388964843e-08 
 1480       8.115607234488e+02       1.115022533255e+01       0.000000000000e+00      -2.583002831153e-01       2.960195758858e-09       1.770359337712e-06       3.494986501105e-08 
 1481       8.083791360491e+02       1.122472509803e+01       0.000000000000e+00       3.872596399072e-01       2.956042375119e-09       1.760626927622e-06       3.755066767669e-08 
 1482       8.051564477324e+02       1.130228185257e+01       0.000000000000e+00       1.022465304464e+00       2.951896251241e-09       1.750583496480e-06       4.013613000263e-08 
 1483       8.018936368216e+02       1.138283736884e+01       0.000000000000e+00       1.647214532863e+00       2.947757397961e-09       1.740241579277e-06       4.270608367734e-08 
 1484       7.985916874758e+02       1.146633305727e+01       0.000000000000e+00       2.261404784867e+00       2.943625824604e-09       1.729613821811e-06       4.526035971918e-08 
 1485       7.952515897015e+02       1.155270996537e+01       0.000000000000e+00       2.864933157191e+00       2.939501539074e-09       1.718712981073e-06       4.779878847496e-08 
 1486       7.918743393617e+02       1.164190877714e+01       0.000000000000e+00       3.457696383008e+00       2.935384547838e-09       1.707551925629e-06       5.032119961858e-08 
 1487       7.884609381866e+02       1.173386981239e+01       0.000000000000e+00       4.039590831446e+00       2.931274855919e-09       1.696143636007e-06       5.282742214967e-08 
